Siruta,Localitate,Venituri,Cheltuieli
148293,Dornesti,1196527,2291880
148328,Dragoiesti,1326242,2315447
148382,Draguseni,1194178,2325118
148426,Dumbraveni,1197922,2294573
148453,Fantanele,1327637,2318140
148514,Forasti,1195573,2327811
148612,Oras Frasin,1199317,2297266
148667,Fratautii Noi,1329032,2320833
148694,Fratautii Vechi,1196968,2330504
148729,Frumosu,1200712,2299959
148765,Fundu Moldovei,1330427,2323526
148872,Galanesti,1198363,2333197
148916,Gramesti,1202107,2302652
148970,Granicesti,1331822,2326219
149049,Horodniceni,1199758,2335890
149101,Horodnic De Jos,1203502,2305345
149138,Iacobeni,1333217,2328912
149183,Izvoarele Sucevei,1201153,2338583
149227,Oras Liteni,1204897,2308038
149290,Marginea,1334612,2331605
149316,Malini,1202548,2341276
149370,Manastirea Humorului,1206292,2310731
149414,Moara,1336007,2334298
149502,Moldova-Sulita,1203943,2343969
149539,Moldovita,1207687,2313424
149584,Musenita,1337402,2336991
149655,Ostra,1205338,2346662
149682,Panaci,1209082,2316117
149753,Paltinoasa,1338797,2339684
149780,Partestii De Jos,1206733,2349355
149833,Patrauti,1210477,2318810
149851,Poiana Stampei,1340192,2342377
149931,Pojorata,1208128,2352048
149968,Preutesti,1211872,2321503
150043,Putna,1341587,2345070
150070,Radaseni,1209523,2354741
150114,Rasca,1213267,2324196
150178,Sadova,1342982,2347763
150196,Satu Mare,1210918,2357434
150221,Siminicea,1214662,2326889
150258,Slatina,1344377,2350456
150294,Straja,1212313,2360127
150310,Stroiesti,1216057,2329582
150356,Stulpicani,1345772,2353149
150418,Sucevita,1213708,2362820
150445,Saru Dornei,1217452,2332275
150524,Todiresti,1347167,2355842
150588,Udesti,1215103,2365513
150702,Ulma,1218847,2334968
150766,Vadu Moldovei,1348562,2358535
150891,Valea Moldovei,1216498,2368206
150935,Vama,1220242,2337661
150980,Vatra Moldovitei,1349957,2361228
151022,Veresti,1217893,2370899
151077,Vicovu De Jos,1221637,2340354
151095,Oras Vicovu De Sus,1351352,2363921
151120,Volovat,1219288,2373592
151157,Vulturesti,1223032,2343047
151246,Zamostea,1352747,2366614
151344,Zvoristea,1220683,2376285
151433,Comanesti,1224427,2345740
151442,Iaslovat,1354142,2369307
151451,Ciocanesti,1222078,2378978
151460,Serbauti,1225822,2348433
151479,Horodnic De Sus,1355537,2372000
151488,Fantana Mare,1223473,2381671
151497,Cosna,1227217,2351126
151503,Capu Campului,1356932,2374693
151512,Hantesti,1224868,2384364
151521,Burla,1228612,2353819
151530,Balaceana,1358327,2377386
151549,Hartop,1226263,2387057
151558,Voitinel,1230007,2356512
151567,Ciprian Porumbescu,1359722,2380079
151576,Berchisesti,1227658,2389750
151585,Poieni-Solca,1231402,2359205
151683,Municipiul Turnu Magurele,1361117,2382772
151709,Ciuperceni,1229053,2392443
151736,Islaz,1232797,2361898
151763,Lita,1362512,2385465
151790,Municipiul Alexandria,1230448,2395136
151816,Nanov,1234192,2364591
151834,Poroschia,1363907,2388158
151870,Municipiul Rosiori De Vede,1231843,2397829
151905,Oras Videle,1235587,2367284
151932,Crevenicu,1365302,2390851
151978,Oras Zimnicea,1233238,2400522
151996,Balaci,1236982,2369977
152038,Babaita,1366697,2393544
152083,Blejesti,1234633,2403215
152127,Bogdana,1238377,2372670
152172,Botoroaga,1368092,2396237
152234,Bragadiru,1236028,2405908
152252,Branceni,1239772,2375363
152270,Bujoreni,1369487,2398930
152314,Bujoru,1237423,2408601
152332,Buzescu,1241167,2378056
152350,Calinesti,1370882,2401623
152412,Calmatuiu,1238818,2411294
152467,Calmatuiu De Sus,1242562,2380749
152500,Cervenia,1372277,2404316
152528,Ciolanesti,1240213,2413987
152564,Contesti,1243957,2383442
152582,Cosmesti,1373672,2407009
152617,Crangeni,1241608,2416680
152662,Crangu,1245352,2386135
152724,Didesti,1375067,2409702
152760,Dobrotesti,1243003,2419373
152797,Dracsenei,1246747,2388828
152868,Draganesti De Vede,1376462,2412395
152902,Draganesti-Vlasca,1244398,2422066
152948,Furculesti,1248142,2391521
152993,Frumoasa,1377857,2415088
153026,Galateni,1245793,2424759
153062,Gratia,1249537,2394214
153106,Izvoarele,1379252,2417781
153124,Lisa,1247188,2427452
153151,Lunca,1250932,2396907
153204,Mavrodin,1380647,2420474
153240,Magura,1248583,2430145
153277,Maldaeni,1252327,2399600
153295,Mereni,1382042,2423167
153339,Marzanesti,1249978,2432838
153384,Mosteni,1253722,2402293
153400,Nasturelu,1383437,2425860
153437,Necsesti,1251373,2435531
153473,Olteni,1255117,2404986
153507,Orbeasca,1384832,2428553
153543,Peretu,1252768,2438224
153561,Piatra,1256512,2407679
153589,Pietrosani,1386227,2431246
153605,Plosca,1254163,2440917
153623,Plopii-Slavitesti,1257907,2410372
153696,Poeni,1387622,2433939
153776,Vitanesti,1255558,2443610
153829,Putineiu,1259302,2413065
153865,Radoiesti,1389017,2436632
153909,Rasmiresti,1256953,2446303
153936,Salcia,1260697,2415758
153972,Saceni,1390412,2439325
154013,Scrioastea,1258348,2448996
154068,Scurtu Mare,1262092,2418451
154139,Seaca,1391807,2442018
154166,Sfintesti,1259743,2451689
154184,Segarcea-Vale,1263487,2421144
154228,Silistea,1393202,2444711
154282,Silistea-Gumesti,1261138,2454382
154308,Sarbeni,1264882,2423837
154344,Slobozia Mandra,1394597,2447404
154380,Smardioasa,1262533,2457075
154415,Stejaru,1266277,2426530
154460,Suhaia,1395992,2450097
154497,Storobaneasa,1263928,2459768
154521,Talpa,1267672,2429223
154585,Tatarastii De Jos,1397387,2452790
154665,Tatarastii De Sus,1265323,2462461
154709,Toporu,1269067,2431916
154736,Traian,1398782,2455483
154754,Trivalea-Mosteni,1266718,2465154
154790,Troianul,1270462,2434609
154834,Tiganesti,1400177,2458176
154852,Vedea,1268113,2467847
154914,Viisoara,1271857,2437302
154932,Vartoape,1401572,2460869
154978,Zambreasca,1269508,2470540
154996,Nenciulesti,1273252,2439995
155083,Beciu,1402967,2463562
155092,Beuca,1270903,2473233
155109,Dracea,1274647,2442688
155118,Fantanele,1404362,2466255
155127,Frasinet,1272298,2475926
155136,Purani,1276042,2445381
155145,Saelele,1405757,2468948
155154,Uda-Clocociov,1273693,2478619
155243,Municipiul Timisoara,1277437,2448074
155261,Dumbravita,1407152,2471641
155289,Ghiroda,1275088,2481312
155314,Giroc,1278832,2450767
155350,Municipiul Lugoj,1408547,2474334
155403,Oras Buzias,1276483,2484005
155458,Oras Deta,1280227,2453460
155494,Oras Jimbolia,1409942,2477027
155528,Oras Sannicolau Mare,1277878,2486698
155546,Balint,1281622,2456153
155591,Banloc,1411337,2479720
155662,Bara,1279273,2489391
155724,Beba Veche,1283017,2458846
155760,Becicherecu Mic,1412732,2482413
155797,Belint,1280668,2492084
155840,Bethausen,1284412,2461539
155911,Biled,1414127,2485106
155957,Barna,1282063,2494777
156035,Bogda,1285807,2464232
156106,Boldur,1415522,2487799
156151,Brestovat,1283458,2497470
156213,Carpinis,1287202,2466925
156259,Cenad,1416917,2490492
156277,Cenei,1284853,2500163
156311,Cheveresu Mare,1288597,2469618
156357,Oras Ciacova,1418312,2493185
156437,Comlosu Mare,1286248,2502856
156473,Costeiu,1289992,2472311
156534,Criciova,1419707,2495878
156589,Curtea,1287643,2505549
156623,Darova,1291387,2475004
156669,Denta,1421102,2498571
156712,Dudestii Vechi,1289038,2508242
156767,Dumbrava,1292782,2477697
156801,Oras Faget,1422497,2501264
156927,Fardea,1290433,2510935
157004,Foeni,1294177,2480390
157031,Gavojdia,1423892,2503957
157086,Oras Gataia,1291828,2513628
157193,Ghizela,1295572,2483083
157246,Giarmata,1425287,2506650
157273,Giera,1293223,2516321
157317,Giulvaz,1296967,2485776
157362,Jamu Mare,1426682,2509343
157424,Jebel,1294618,2519014
157451,Lenauheim,1298362,2488469
157497,Liebling,1428077,2512036
157530,Lovrin,1296013,2521707
157585,Margina,1299757,2491162
157683,Masloc,1429472,2514729
157736,Manastiur,1297408,2524400
157781,Moravita,1301152,2493855
157834,Mosnita Noua,1430867,2517422
157898,Nadrag,1298803,2527093
157923,Nitchidorf,1302547,2496548
157969,Ohaba Lunga,1432262,2520115
158010,Ortisoara,1300198,2529786
158065,Peciu Nou,1303942,2499241
158109,Periam,1433657,2522808
158136,Pietroasa,1301593,2532479
158181,Pischia,1305337,2501934
158243,Racovita,1435052,2525501
158314,Oras Recas,1302988,2535172
158396,Remetea Mare,1306732,2504627
158449,Sacosu Turcesc,1436447,2528194
158528,Satchinez,1304383,2537865
158564,Sacalaz,1308127,2507320
158608,Secas,1437842,2530887
158653,Sanandrei,1305778,2540558
158699,Sanmihaiu Roman,1309522,2510013
158733,Sanpetru Mare,1439237,2533580
158779,Sag,1307173,2543251
158804,Stiuca,1310917,2512706
158859,Teremia Mare,1440632,2536273
158895,Tomesti,1308568,2545944
158966,Topolovatu Mare,1312312,2515399
159035,Tormac,1442027,2538966
159071,Traian Vuia,1309963,2548637
159142,Uivar,1313707,2518092
159213,Varias,1443422,2541659
159259,Victor Vlad Delamarina,1311358,2551330
159339,Voiteg,1315102,2520785
159366,Birda,1444817,2544352
159375,Checea,1312753,2554023
159384,Dudestii Noi,1316497,2523478
159393,Fibis,1446212,2547045
159400,Ghilad,1314148,2556716
159419,Gottlob,1317892,2526171
159428,Iecea Mare,1447607,2549738
159437,Parta,1315543,2559409
159446,Padureni,1319287,2528864
159455,Saravale,1449002,2552431
159464,Sandra,1316938,2562102
159473,Tomnatic,1320682,2531557
159482,Valcani,1450397,2555124
159491,Livezile,1318333,2564795
159507,Pesac,1322077,2534250
159516,Bucovat,1451792,2557817
159525,Otelec,1319728,2567488
159614,Municipiul Tulcea,1323472,2536943
159650,Oras Babadag,1453187,2560510
159687,Oras Isaccea,1321123,2570181
159730,Oras Macin,1324867,2539636
159767,Oras Sulina,1454582,2563203
159785,Baia,1322518,2572874
159847,Beidaud,1326262,2542329
159883,C.a. Rosetti,1455977,2565896
159945,Carcaliu,1323913,2575567
159963,Casimcea,1327657,2545022
160047,Ceatalchioi,1457372,2568589
160092,Ceamurlia De Jos,1325308,2578260
160127,Cerna,1329052,2547715
160172,Chilia Veche,1458767,2571282
160225,Ciucurova,1326703,2580953
160261,Crisan,1330447,2550408
160305,Daeni,1460162,2573975
160323,Dorobantu,1328098,2583646
160387,Frecatei,1331842,2553101
160430,Greci,1461557,2576668
160458,Grindu,1329493,2586339
160476,Hamcearca,1333237,2555794
160528,Horia,1462952,2579361
160564,Izvoarele,1330888,2589032
160617,Jijila,1334632,2558487
160644,Jurilovca,1464347,2582054
160680,Luncavita,1332283,2591725
160724,Mahmudia,1336027,2561180
160779,Maliuc,1465742,2584747
160831,Mihai Bravu,1333678,2594418
160877,Mihail Kogalniceanu,1337422,2563873
160911,Murighiol,1467137,2587440
160993,Nalbant,1335073,2597111
161035,Niculitel,1338817,2566566
161053,Nufaru,1468532,2590133
161106,Ostrov,1336468,2599804
161133,Pardina,1340212,2569259
161151,Peceneaga,1469927,2592826
161179,Sarichioi,1337863,2602497
161231,Sfantu Gheorghe,1341607,2571952
161259,Slava Cercheza,1471322,2595519
161286,Smardan,1339258,2605190
161302,Somova,1343002,2574645
161348,Stejaru,1472717,2598212
161384,Topolog,1340653,2607883
161464,Turcoaia,1344397,2577338
161482,Valea Nucarilor,1474112,2600905
161525,I.c.bratianu,1342048,2610576
161543,Vacareni,1345792,2580031
161552,Bestepe,1475507,2603598
161561,Valea Teilor,1343443,2613269
161794,Municipiul Barlad,1347187,2582724
161829,Municipiul Husi,1476902,2606291
161856,Oras Negresti,1344838,2615962
161945,Municipiul Vaslui,1348582,2585417
162014,Albesti,1478297,2608984
162069,Alexandru Vlahuta,1346233,2618655
162149,Arsura,1349977,2588110
162194,Banca,1479692,2611677
162327,Bacani,1347628,2621348
162381,Bacesti,1351372,2590803
162452,Balteni,1481087,2614370
162498,Berezeni,1349023,2624041
162559,Blagesti,1352767,2593496
162595,Bogdana,1482482,2617063
162693,Bogdanesti,1350418,2626734
162791,Bogdanita,1354162,2596189
162871,Botesti,1483877,2619756
162924,Bunesti-Averesti,1351813,2629427
163002,Codaesti,1355557,2598882
163057,Coroiesti,1485272,2622449
163137,Costesti,1353208,2632120
163208,Cretesti,1356952,2601575
163253,Danesti,1486667,2625142
163324,Deleni,1354603,2634813
163379,Delesti,1358347,2604268
163486,Dragomiresti,1488062,2627835
163618,Dranceni,1355998,2637506
163681,Duda-Epureni,1359742,2606961
163734,Dumesti,1489457,2630528
163789,Epureni,1357393,2640199
163832,Falciu,1361137,2609654
163903,Gagesti,1490852,2633221
163967,Gherghesti,1358788,2642892
164062,Garceni,1362532,2612347
164133,Grivita,1492247,2635914
164197,Hoceni,1360183,2645585
164277,Dimitrie Cantemir,1363927,2615040
164339,Iana,1493642,2638607
164393,Ivanesti,1361578,2648278
164543,Ivesti,1365322,2617733
164598,Laza,1495037,2641300
164687,Lipovat,1362973,2650971
164749,Lunca Banului,1366717,2620426
164829,Malusteni,1496432,2643993
164892,Miclesti,1364368,2653664
164936,Muntenii De Jos,1368112,2623119
164981,Oras Murgeni,1497827,2646686
165069,Oltenesti,1365763,2656357
165130,Osesti,1369507,2625812
165185,Padureni,1499222,2649379
165274,Perieni,1367158,2659050
165336,Poienesti,1370902,2628505
165416,Pogana,1500617,2652072
165470,Puiesti,1368553,2661743
165611,Pungesti,1372297,2631198
165719,Rebricea,1502012,2654765
165817,Rosiesti,1369948,2664436
165899,Solesti,1373692,2633891
165979,Stanilesti,1503407,2657458
166057,Stefan Cel Mare,1371343,2667129
166137,Suletea,1375087,2636584
166182,Tanacu,1504802,2660151
166235,Tacuta,1372738,2669822
166315,Tatarani,1376482,2639277
166413,Todiresti,1506197,2662844
166529,Tutova,1374133,2672515
166636,Valeni,1377877,2641970
166672,Vetrisoaia,1507592,2665537
166707,Viisoara,1375528,2675208
166770,Vinderei,1379272,2644663
166869,Voinesti,1508987,2668230
166985,Vulturesti,1376923,2677901
167035,Vutcani,1380667,2647356
167071,Zapodeni,1510382,2670923
167179,Zorleni,1378318,2680594
167222,Ibanesti,1382062,2650049
167231,Fruntiseni,1511777,2673616
167240,Rafaila,1379713,2683287
167259,Pogonesti,1383457,2652742
167268,Ciocani,1513172,2676309
167277,Cozmesti,1381108,2685980
167286,Dodesti,1384852,2655435
167295,Feresti,1514567,2679002
167302,Muntenii De Sus,1382503,2688673
167311,Pochidia,1386247,2658128
167320,Puscasi,1515962,2681695
167473,Municipiul Ramnicu Valcea,1383898,2691366
167641,Oras Baile Govora,1387642,2660821
167696,Oras Baile Olanesti,1517357,2684388
167794,Oras Brezoi,1385293,2694059
167909,Oras Calimanesti,1389037,2663514
167981,Municipiul Dragasani,1518752,2687081
168041,Oras Horezu,1386688,2696752
168130,Oras Ocnele Mari,1390432,2666207
168229,Alunu,1520147,2689774
168309,Amarasti,1388083,2699445
168372,Oras Babeni,1391827,2668900
168452,Oras Balcesti,1521542,2692467
168559,Barbatesti,1389478,2702138
168602,Oras Berbesti,1393222,2671593
168675,Berislavesti,1522937,2695160
168755,Boisoara,1390873,2704831
168791,Budesti,1394617,2674286
168880,Bujoreni,1524332,2697853
168960,Bunesti,1392268,2707524
169039,Cernisoara,1396012,2676979
169119,Caineni,1525727,2700546
169182,Copaceni,1393663,2710217
169253,Costesti,1397407,2679672
169306,Creteni,1527122,2703239
169351,Daesti,1395058,2712910
169404,Danicei,1398802,2682365
169547,Dragoesti,1528517,2705932
169583,Fauresti,1396453,2715603
169681,Fartatesti,1400197,2685058
169896,Francesti,1529912,2708625
169994,Galicea,1397848,2718296
170097,Ghioroiu,1401592,2687751
170168,Glavile,1531307,2711318
170220,Golesti,1399243,2720989
170346,Gradistea,1402987,2690444
170444,Gusoeni,1532702,2714011
170514,Ionesti,1400638,2723682
170612,Lalosu,1404382,2693137
170685,Ladesti,1534097,2716704
170792,Lapusata,1402033,2726375
170872,Livezi,1405777,2695830
170952,Lungesti,1535492,2719397
171021,Malaia,1403428,2729068
171067,Mateesti,1407172,2698523
171101,Maciuca,1536887,2722090
171209,Madulari,1404823,2731761
171272,Maldaresti,1408567,2701216
171325,Mihaesti,1538282,2724783
171469,Milcoiu,1406218,2734454
171539,Muereasca,1409962,2703909
171628,Nicolae Balcescu,1539677,2727476
171806,Olanu,1407613,2737147
171879,Orlesti,1411357,2706602
171931,Otesani,1541072,2730169
171995,Pausesti,1409008,2739840
172082,Pausesti-Maglasi,1412752,2709295
172153,Perisani,1542467,2732862
172279,Pesceana,1410403,2742533
172340,Pietrari,1414147,2711988
172377,Popesti,1543862,2735555
172457,Prundeni,1411798,2745226
172509,Racovita,1415542,2714681
172581,Roesti,1545257,2738248
172698,Rosiile,1413193,2747919
172812,Runcu,1416937,2717374
172894,Salatrucel,1546652,2740941
172947,Scundu,1414588,2750612
172992,Sinesti,1418332,2720067
173061,Slatioara,1548047,2743634
173132,Stanesti,1415983,2753305
173230,Stoenesti,1419727,2722760
173374,Stoilesti,1549442,2746327
173533,Stroesti,1417378,2755998
173597,Sutesti,1421122,2725453
173686,Sirineasa,1550837,2749020
173748,Stefanesti,1418773,2758691
173793,Susani,1422517,2728146
173855,Tetoiu,1552232,2751713
173935,Tomsani,1420168,2761384
174021,Vaideeni,1423912,2730839
174085,Valea Mare,1553627,2754406
174156,Vladesti,1421563,2764077
174218,Voicesti,1425307,2733532
174254,Voineasa,1555022,2757099
174290,Zatreni,1422958,2766770
174496,Titesti,1426702,2736225
174502,Diculesti,1556417,2759792
174511,Lacusteni,1424353,2769463
174520,Mitrofani,1428097,2738918
174744,Municipiul Focsani,1557812,2762485
174780,Campineanca,1425748,2772156
174824,Golesti,1429492,2741611
174860,Municipiul Adjud,1559207,2765178
174922,Oras Marasesti,1427143,2774849
175019,Oras Odobesti,1430887,2744304
175055,Oras Panciu,1560602,2767871
175126,Andreiasu De Jos,1428538,2777542
175206,Balesti,1432282,2746997
175224,Barsesti,1561997,2770564
175260,Boghesti,1429933,2780235
175368,Bolotesti,1433677,2749690
175439,Bordesti,1563392,2773257
175466,Brosteni,1431328,2782928
175509,Chiojdeni,1435072,2752383
175590,Ciorasti,1564787,2775950
175670,Campuri,1432723,2785621
175732,Carligele,1436467,2755076
175787,Corbita,1566182,2778643
175885,Cotesti,1434118,2788314
175938,Dumbraveni,1437862,2757769
175983,Dumitresti,1567577,2781336
176150,Fitionesti,1435513,2791007
176212,Garoafa,1439257,2760462
176301,Gugesti,1568972,2784029
176338,Gura Calitei,1436908,2793700
176445,Homocea,1440652,2763155
176506,Jaristea,1570367,2786722
176551,Jitia,1438303,2796393
176613,Maicanesti,1442047,2765848
176686,Mera,1571762,2789415
176748,Milcovul,1439698,2799086
176793,Movilita,1443442,2768541
176855,Nanesti,1573157,2792108
176891,Naruja,1441093,2801779
176944,Nereju,1444837,2771234
177003,Nistoresti,1574552,2794801
177101,Paltin,1442488,2804472
177236,Paunesti,1446232,2773927
177263,Poiana Cristei,1575947,2797494
177352,Pufesti,1443883,2807165
177405,Racoasa,1447627,2776620
177469,Reghiu,1577342,2800187
177557,Ruginesti,1445278,2809858
177600,Sihlea,1449022,2779313
177655,Slobozia Bradului,1578737,2802880
177726,Slobozia Ciorasti,1446673,2812551
177762,Soveja,1450417,2782006
177799,Straoane,1580132,2805573
177842,Suraia,1448068,2815244
177879,Tanasoaia,1451812,2784699
177986,Tataranu,1581527,2808266
178046,Tamboesti,1449463,2817937
178117,Tulnici,1453207,2787392
178180,Tifesti,1582922,2810959
178279,Urechesti,1450858,2820630
178313,Valea Sarii,1454602,2790085
178377,Vidra,1584317,2813652
178475,Vintileasca,1452253,2823323
178545,Vizantea-Livezi,1455997,2792778
178607,Vanatori,1585712,2816345
178689,Vartescoiu,1453648,2826016
178750,Vrancioaia,1457392,2795471
178821,Vulturu,1587107,2819038
178885,Negrilesti,1455043,2828709
178894,Ploscuteni,1458787,2798164
178901,Popesti,1588502,2821731
178910,Paulesti,1456438,2831402
178929,Biliesti,1460182,2800857
178938,Gologanu,1589897,2824424
178947,Obrejita,1457833,2834095
178956,Rastoaca,1461577,2803550
178965,Spulber,1591292,2827117
179132,Municipiul Bucuresti,1459228,2836788
179221,Oras Bragadiru,1462972,2806243
179249,Chiajna,1592687,2829810
179285,Oras Chitila,1460623,2839481
179310,Dobroesti,1464367,2808936
179347,Glina,1594082,2832503
179383,Jilava,1462018,2842174
179409,Oras Magurele,1465762,2811629
179463,Mogosoaia,1595477,2835196
179481,Oras Otopeni,1463413,2844867
179515,Oras Pantelimon,1467157,2814322
179533,Oras Popesti Leordeni,1596872,2837889
179551,Oras Voluntari,1464808,2847560
179588,Copaceni,1468552,2817015
179604,Poienile Izei,1598267,2840582
179613,Sieu,1466203,2850253
179622,Grosii Tiblesului,1469947,2819708
179631,Treznea,1599662,2843275
179640,Vulcana-Pandele,1467598,2852946
179659,Negrilesti,1471342,2822401
179677,Camin,1601057,2845968
179686,Dumitrita,1468993,2855639
179695,Simisna,1472737,2825094
179702,Traian,1602452,2848661
179711,Vladeni,1470388,2858332
179720,Poiana Ilvei,1474132,2827787
179739,Malu,1603847,2851354
179748,Cosoba,1471783,2861025
179757,Herasti,1475527,2830480
179766,Isvoarele,1605242,2854047
179775,Sabareni,1473178,2863718
179784,Boranesti,1476922,2833173
179793,Buesti,1606637,2856740
179800,Maia,1474573,2866411
179819,Ograda,1478317,2835866
179828,Rosiori,1608032,2859433
179837,Coas,1475968,2869104
179846,Coltau,1479712,2838559
179855,Gardani,1609427,2862126
179864,Oncesti,1477363,2871797
179873,Agris,1481107,2841252
179882,Ciumesti,1610822,2864819
179891,Raciu,1478758,2874490
179908,Pietrari,1482502,2843945
179917,Rau Alb,1612217,2867512
179926,Rascaeti,1480153,2877183
179935,Persinari,1483897,2846638
179944,Runcu Salvei,1613612,2870205
179953,Ciceu- Mihaiesti,1481548,2879876
179962,Galbinasi,1485292,2849331
179971,Colelia,1615007,2872898
179980,Marculesti,1482943,2882569
179999,Moldoveni,1486687,2852024
180000,Platonesti,1616402,2875591
180019,Sarateni,1484338,2885262
180028,Porumbesti,1488082,2854717
180037,Boghis,1617797,2878284
180046,Gura Ialomitei,1485733,2887955
180055,Crivat,1489477,2857410
180064,Barbulesti,1619192,2880977
180091,Racsa,1487128,2890648
